"pathway","pval","padj","log2err","ES","NES","size","query_gene","rank_by_NES","self_enrichment_rank"
"EZH2",0.00335811130688666,0.0384317182899251,0.431707695803346,-0.50585165960009,-1.74734754137589,34,"ATF3",1,58
"FLI1",0.175226586102719,0.515666810530859,0.184706471207739,0.188186662277773,1.07069818241437,516,"ATF3",42,58
"FOS",0.815829528158295,0.87520475020475,0.0425023180036553,-0.168356799628544,-0.886014962312781,437,"ATF3",92,58
"FOSL2",0.399082568807339,0.712763201717056,0.0995791200495904,0.231332313402528,1.02028753944231,82,"ATF3",55,58
"FOXA1",0.504230118443316,0.792307692307692,0.070113215764256,-0.2140017841222,-0.964890949352092,119,"ATF3",73,58
"FOXA2",0.814691151919866,0.87520475020475,0.046788296531803,-0.183073025596023,-0.853340709339714,154,"ATF3",96,58
"FOXM1",0.139908256880734,0.480351681957186,0.179782316298324,0.270204578892649,1.19173305661246,82,"ATF3",20,58
"FOXP2",0.841216216216216,0.87520475020475,0.0458620343117985,-0.185869311360534,-0.8444277313662,123,"ATF3",97,58
"GABPA",2.02627836036862e-07,2.08706671117968e-05,0.690132458796796,0.229063665085585,1.39688379480331,1553,"ATF3",4,58
"GATA1",0.00172487203127945,0.0296103032036306,0.45505986738723,-0.260257387481269,-1.3741243047091,453,"ATF3",5,58
"GATA2",0.164383561643836,0.513357256778309,0.131457611642763,-0.213482206193071,-1.1265277920172,448,"ATF3",30,58
"HDAC2",0.213058419243986,0.548625429553265,0.121543282035469,-0.255882255594068,-1.14322751641707,116,"ATF3",27,58
"HNF4A",0.274425287356322,0.657344292969794,0.0940503465727813,-0.193784418180839,-1.05630579373518,622,"ATF3",46,58
"IRF1",0.530516431924883,0.792307692307692,0.0637845390312975,-0.201619039354053,-0.970658614223926,181,"ATF3",69,58
"IRF3",0.528158295281583,0.792307692307692,0.0626618230932491,-0.183831077203753,-0.970603576679303,453,"ATF3",70,58
"IRF8",0.307017543859649,0.658808479532164,0.0992333343771191,-0.290811941663123,-1.08951439353333,48,"ATF3",38,58
"KAT2A",0.653579676674365,0.840833232798488,0.0727141077934447,0.214341115349103,0.898546988323683,67,"ATF3",90,58
"KLF4",0.283072546230441,0.658808479532164,0.0916795246008379,-0.194217455999751,-1.0552742954576,596,"ATF3",47,58
"MAX",0.000613809731494042,0.0161790102435509,0.477270815362862,0.202702883383115,1.23577666422876,1649,"ATF3",16,58
"MYC",6.93453130923234e-05,0.00357128362425465,0.538434096309916,0.220474824297133,1.32830434523376,1219,"ATF3",9,58
"MYC",0.00715578848141635,0.0737046213585884,0.407017918923954,0.22958055439657,1.29642942296593,477,"ATF3",12,58
"MYOD1",0.800347222222222,0.87520475020475,0.0493910105981501,-0.209710078938346,-0.806092498301767,52,"ATF3",103,58
"NANOG",0.515625,0.792307692307692,0.0650877566917313,-0.193244439270749,-0.982511881183669,292,"ATF3",64,58
"NELFE",0.70735524256651,0.87520475020475,0.0502948063662358,-0.187133472312159,-0.900920456180025,181,"ATF3",89,58
"NFE2L2",0.335347432024169,0.677270303891949,0.0855356947987884,-0.197368987370148,-1.04281257738474,452,"ATF3",50,58
"NFIC",0.653968253968254,0.840833232798488,0.0545680646670941,-0.190459859355683,-0.91838649641114,190,"ATF3",83,58
"NFYA",0.639830508474576,0.840833232798488,0.108394255853397,0.160923615915939,0.977681194015714,1538,"ATF3",66,58
"NFYB",0.0425681007161743,0.201869440675411,0.321775918075361,0.173851608215923,1.0780698906656,2446,"ATF3",41,58
"NR2C2",0.0152301703378377,0.112050538914091,0.380730400722792,0.246874125857015,1.31391133083685,268,"ATF3",11,58
"NRF1",0.833333333333333,0.87520475020475,0.0886261133285098,0.156022742340525,0.942728650374052,1369,"ATF3",80,58
"PBX3",0.190743338008415,0.536329407994873,0.115240003147781,-0.195372157283024,-1.085569733203,810,"ATF3",39,58
"PML",0.829333333333333,0.87520475020475,0.0356176233437444,-0.161592383428764,-0.917665872615358,1162,"ATF3",85,58
"POU5F1",0.35427135678392,0.691435185185185,0.112843355675562,0.213995649628158,1.03750683604506,133,"ATF3",52,58
"PPARD",0.0431177446102819,0.201869440675411,0.282013350011725,-0.282901022544632,-1.31685539608148,146,"ATF3",10,58
"PPARG",0.541538461538462,0.792307692307692,0.0619762736001998,-0.187507884933348,-0.968782543488466,350,"ATF3",72,58
"RAD21",0.640601503759399,0.840833232798488,0.0530212512043078,-0.17800662092545,-0.945637242072993,481,"ATF3",78,58
"RCOR1",0.402384500745156,0.712763201717056,0.0751181635276301,-0.189816419532973,-1.01500041508888,516,"ATF3",57,58
"RELA",0.536776212832551,0.792307692307692,0.0632191170859458,-0.192999516737487,-0.971126995789742,256,"ATF3",68,58
"REST",0.0233258316187208,0.141327097454602,0.352487857583619,-0.235505156969512,-1.23997276083067,440,"ATF3",14,58
"REST",0.773148148148148,0.87520475020475,0.0645031249656493,0.194177404221025,0.86447834695884,86,"ATF3",94,58
"RFX5",0.722910216718266,0.87520475020475,0.0487989701682839,-0.176045696428068,-0.913379871692017,373,"ATF3",86,58
"RUNX1",0.170629370629371,0.515666810530859,0.122679189568808,-0.197334037140727,-1.09688483209033,808,"ATF3",35,58
"SALL4",0.734375,0.87520475020475,0.0728938564822936,0.177423865014552,0.909823574433887,196,"ATF3",87,58
"SIN3A",0.0895563715952306,0.329439509796741,0.287805130535564,0.189421586974545,1.11759706928786,880,"ATF3",31,58
"SIX5",0.000628311077419452,0.0161790102435509,0.477270815362862,0.229031063441008,1.33328440170795,702,"ATF3",8,58
"SMAD4",0.0198753750753709,0.134898309282903,0.352487857583619,-0.27798684950476,-1.34570136448838,198,"ATF3",6,58
"SMC3",0.906626506024096,0.915515001181195,0.0371479221137289,-0.16003975822001,-0.859661980450884,557,"ATF3",95,58
"SOX2",0.29874213836478,0.658808479532164,0.0943563635421779,-0.204903073608795,-1.0616535731941,377,"ATF3",44,58
"SP1",0.196969696969697,0.536329407994873,0.118287526124085,-0.206719227544528,-1.10018558832146,503,"ATF3",34,58
"SP2",0.300675675675676,0.658808479532164,0.14641623786055,0.177367549181987,1.02996543993783,685,"ATF3",54,58
"SPI1",0.560109289617486,0.801267455980571,0.0547939500773363,-0.173084080570684,-0.972897918863041,943,"ATF3",67,58
"SPI1",0.0423497267759563,0.201869440675411,0.257206466468838,-0.214953716706744,-1.19394518687957,776,"ATF3",19,58
"SRF",0.31413612565445,0.660326958008334,0.12384217120105,0.198913309173245,1.03518262602624,217,"ATF3",53,58
"STAT3",0.649063032367973,0.840833232798488,0.0582216241124161,-0.20635860376328,-0.906795998613325,101,"ATF3",88,58
"STAT3",0.291101055806938,0.658808479532164,0.0934449219410994,-0.200306503036823,-1.06391334809872,477,"ATF3",43,58
"STAT5A",0.229885057471264,0.563765736179529,0.11331290842208,-0.237712215805807,-1.1162628237821,157,"ATF3",32,58
"SUZ12",0.0674157303370786,0.277752808988764,0.219250346703755,-0.249408883913451,-1.23098334745272,228,"ATF3",17,58
"TAF1",0.164473684210526,0.513357256778309,0.287857117255149,0.168503869327348,1.04693669656425,2615,"ATF3",48,58
"TAF7",0.546153846153846,0.792307692307692,0.0615706755421678,-0.184234727943541,-0.969977264668602,441,"ATF3",71,58
"TCF3",0.210365853658537,0.548625429553265,0.114266502484433,-0.206937928998945,-1.09466158649355,470,"ATF3",36,58
"TCF3",0.623563218390805,0.840833232798488,0.0521630305460055,-0.175215154130988,-0.955022587047635,624,"ATF3",76,58
"TCF7L2",0.793427230046948,0.87520475020475,0.0450442767152794,-0.172660611730258,-0.895324886320869,386,"ATF3",91,58
"TP53",0.0101559054584361,0.0940544779481445,0.380730400722792,-0.307153197717723,-1.42288333208239,140,"ATF3",3,58
"TP63",0.626307922272048,0.840833232798488,0.05378728077603,-0.17776852383221,-0.951757285768907,521,"ATF3",77,58
"TRIM28",0.886046511627907,0.903591987105687,0.0582216241124161,0.183456642595906,0.812519891654989,85,"ATF3",101,58
"TRIM28",0.361111111111111,0.691435185185185,0.0891647117820678,-0.235777001312993,-1.04366594754162,107,"ATF3",49,58
"UBTF",0.0209550771701597,0.134898309282903,0.352487857583619,-0.206100244545227,-1.16880896700422,1222,"ATF3",23,58
"USF1",0.821862348178138,0.87520475020475,0.0366082221336689,-0.163083583096018,-0.920478154391479,993,"ATF3",82,58
"USF2",0.793478260869565,0.87520475020475,0.0862865626267245,0.160730352963626,0.93854665671606,765,"ATF3",81,58
"VDR",0.227112676056338,0.563765736179529,0.118815039412263,-0.317228029415537,-1.16928770803433,43,"ATF3",22,58
"YY1",0.386740331491713,0.712763201717056,0.166933848713193,0.163859511420046,1.01059151081759,2111,"ATF3",59,58
"YY1",0.418918918918919,0.712763201717056,0.106729884364606,0.188887170858558,1.00603838511794,262,"ATF3",61,58
"ZBTB33",0.144578313253012,0.480373105324524,0.204294756516886,0.191569862567944,1.08972971413602,518,"ATF3",37,58
"ZBTB7A",0.00318766398843645,0.0384317182899251,0.431707695803346,-0.216282014106214,-1.23909363353862,1414,"ATF3",15,58
"ZC3H11A",0.422121896162528,0.712763201717056,0.0952879846194844,0.230251315588348,1.00913671748457,77,"ATF3",60,58
"ZEB1",0.777397260273973,0.87520475020475,0.0500922874402106,-0.213427158822234,-0.83107235888474,55,"ATF3",100,58
"ZKSCAN1",0.886046511627907,0.903591987105687,0.0582216241124161,0.183098125502907,0.810932038168533,85,"ATF3",102,58
"ZMIZ1",0.523333333333333,0.792307692307692,0.105920292736253,0.171166246112502,0.996607930915009,700,"ATF3",62,58
"ZNF384",0.67438494934877,0.84709329003565,0.0488970772260102,-0.174192674720371,-0.943460588282463,588,"ATF3",79,58
"AR",0.802603036876356,0.918630777696258,0.0270967423183296,-0.181177276927906,-0.876610770048765,431,"BCLAF1",87,34
"ATF2",0.0840840840840841,0.55845363009471,0.151148761385484,-0.215946889672096,-1.10186182351376,2025,"BCLAF1",25,34
"ATF3",0.0817174515235457,0.55845363009471,0.183023938384487,-0.325498776916482,-1.31010368709231,85,"BCLAF1",3,34
"BCL3",0.95959595959596,0.988383838383838,0.0943563635421779,0.155029792425125,0.809868374699358,160,"BCLAF1",95,34
"BCLAF1",0.263157894736842,0.821371610845295,0.0791316651768349,-0.217049922428111,-1.07278630162073,605,"BCLAF1",34,34
"BHLHE40",0.409666283084005,0.897779301226648,0.0614364107201271,-0.220409364518509,-1.02760665254586,268,"BCLAF1",45,34
"BRCA1",0.110889110889111,0.571078921078921,0.129442887745046,-0.212067135388772,-1.08398192653801,2347,"BCLAF1",32,34
"CBX3",0.215406562054208,0.739562529719448,0.108394255853397,-0.318898613433529,-1.17930756336017,53,"BCLAF1",11,34
"CEBPB",0.61038961038961,0.918630777696258,0.048505983646947,-0.219732802588161,-0.93540747322232,113,"BCLAF1",69,34
"CEBPD",0.950819672131147,0.988383838383838,0.184706471207739,0.153592515758997,0.91058701390095,541,"BCLAF1",74,34
"CHD1",0.66951871657754,0.918630777696258,0.0353157046479879,-0.191809585948169,-0.939240168030633,526,"BCLAF1",68,34
"CREB1",0.483935742971888,0.918630777696258,0.0473534245254193,-0.197510529232493,-1.00666965323396,1625,"BCLAF1",49,34
"CREB1",0.0995934959349594,0.55845363009471,0.13880510939114,-0.221827021460728,-1.12251966974684,1124,"BCLAF1",21,34
"CTCF",0.183112919633774,0.724036281179138,0.09754492162472,-0.218343652126232,-1.10093177282906,939,"BCLAF1",26,34
"E2F1",0.0603537981269511,0.55845363009471,0.184706471207739,-0.238948878384815,-1.18780614371031,673,"BCLAF1",9,34
"E2F4",0.0207757558000739,0.413654618473896,0.352487857583619,-0.254950203986,-1.26047115200674,613,"BCLAF1",7,34
"E2F6",0.035,0.413654618473896,0.241339976815091,-0.220997233592056,-1.12946622927927,2119,"BCLAF1",18,34
"EGR1",0.103015718172811,0.55845363009471,0.287805130535564,0.220051998766139,1.15767721313233,181,"BCLAF1",12,34
"EGR1",0.490066225165563,0.918630777696258,0.0511147954416412,-0.207191901753136,-0.995865520258605,368,"BCLAF1",54,34
"ELF1",0.130522088353414,0.640179766685791,0.118287526124085,-0.212923500316724,-1.08594282167874,1798,"BCLAF1",30,34
"ERG",0.392996108949416,0.897779301226648,0.0692836467392548,-0.247018417796338,-1.04337696101507,108,"BCLAF1",40,34
"ESR1",0.916955017301038,0.983816320645905,0.0760837160951725,0.180744087529288,0.779714526916578,61,"BCLAF1",101,34
"ETS1",0.829081632653061,0.918630777696258,0.0335297167141207,-0.190205000517877,-0.820600500755056,130,"BCLAF1",94,34
"EZH2",0.683988764044944,0.918630777696258,0.0468819856878333,-0.220095090494118,-0.878142393714268,83,"BCLAF1",86,34
"EZH2",0.630952380952381,0.918630777696258,0.0532386494755899,-0.26284915839328,-0.892986018999121,34,"BCLAF1",79,34
"FLI1",0.384042553191489,0.897779301226648,0.0607719451853533,-0.211400893190957,-1.03708574423824,516,"BCLAF1",43,34
"FOS",0.640473627556512,0.918630777696258,0.0376923295943841,-0.195005921212867,-0.945258120566625,437,"BCLAF1",66,34
"FOSL2",0.77253814147018,0.918630777696258,0.0407403526717903,-0.206519383269973,-0.824681052734014,82,"BCLAF1",93,34
"FOXA1",0.234680573663625,0.755378096479791,0.09754492162472,-0.26417296927521,-1.12884660663835,119,"BCLAF1",19,34
"FOXA2",0.642857142857143,0.918630777696258,0.0445070537769277,-0.207914407034281,-0.916969954657134,154,"BCLAF1",72,34
"FOXM1",0.808599167822469,0.918630777696258,0.03863723737086,-0.20173567528867,-0.805578568155916,82,"BCLAF1",96,34
"FOXP2",0.405721716514954,0.897779301226648,0.0678338263479455,-0.239172199427565,-1.02484933019641,123,"BCLAF1",46,34
"GABPA",0.509036144578313,0.918630777696258,0.0450442767152794,-0.196270762381749,-1.00067482171393,1553,"BCLAF1",51,34
"GATA1",0.838362068965517,0.918630777696258,0.0244268887168729,-0.178320740680435,-0.866745287947554,453,"BCLAF1",89,34
"GATA2",0.506996770721206,0.918630777696258,0.0484087618816951,-0.204098036595115,-0.99178961306621,448,"BCLAF1",55,34
"HDAC2",0.39662447257384,0.897779301226648,0.142056643575821,0.206407187920016,1.01853649547496,116,"BCLAF1",48,34
"HNF4A",0.167016806722689,0.688109243697479,0.105125131597001,-0.225525236760785,-1.11659527937737,622,"BCLAF1",22,34
"IRF1",0.295238095238095,0.865311653116531,0.0795564677235957,-0.242340315737176,-1.09324958711262,181,"BCLAF1",28,34
"IRF3",0.576508620689655,0.918630777696258,0.0425877779273254,-0.198919714061199,-0.966868599718284,453,"BCLAF1",60,34
"IRF8",0.196825396825397,0.724036281179138,0.178219874951973,0.283866447580857,1.18342507158185,48,"BCLAF1",10,34
"KAT2A",0.82076813655761,0.918630777696258,0.0391155247681459,-0.203419023639597,-0.789328856263531,67,"BCLAF1",100,34
"KLF4",0.587552742616034,0.918630777696258,0.0407403526717903,-0.196731832115138,-0.971496592524317,596,"BCLAF1",57,34
"MAX",0.000244530627019598,0.00839555152767287,0.49849310876659,-0.251738294985056,-1.28428378814954,1649,"BCLAF1",4,34
"MYC",4.80247399078455e-06,0.000494654821050809,0.610526878385931,-0.279482962662169,-1.41739383859639,1219,"BCLAF1",1,34
"MYC",0.0304233203280452,0.413654618473896,0.352487857583619,-0.258660940564751,-1.26229619849002,477,"BCLAF1",6,34
"MYOD1",0.935622317596567,0.988383838383838,0.0332359307785383,-0.189415544418236,-0.695932076859361,52,"BCLAF1",102,34
"NANOG",0.687640449438202,0.918630777696258,0.0363783055518278,-0.193135437971258,-0.910238652888364,292,"BCLAF1",75,34
"NELFE",0.0726190476190476,0.55845363009471,0.179782316298324,-0.283618709598666,-1.27946535112396,181,"BCLAF1",5,34
"NFE2L2",0.314655172413793,0.875931966449208,0.0711327399327894,-0.217923295426929,-1.05945161318753,452,"BCLAF1",36,34
"NFIC",0.677804295942721,0.918630777696258,0.0398406946073899,-0.197932707933703,-0.897344144170016,190,"BCLAF1",78,34
"NFYA",0.036144578313253,0.413654618473896,0.237793834423688,-0.225019396288842,-1.1471031866121,1538,"BCLAF1",16,34
"NFYB",0.030969030969031,0.413654618473896,0.257206466468838,-0.219439177938687,-1.12291584640556,2446,"BCLAF1",20,34
"NR2C2",0.0897583429228999,0.55845363009471,0.157402899305283,-0.263151234347033,-1.22688053491465,268,"BCLAF1",8,34
"NRF1",0.782477341389728,0.918630777696258,0.0244973552519294,-0.183887291882897,-0.934806207562026,1369,"BCLAF1",70,34
"PBX3",0.297435897435897,0.865311653116531,0.0714786287425507,-0.210748538210919,-1.05512920812885,810,"BCLAF1",37,34
"PML",0.0539165818921668,0.555340793489319,0.193813302725311,-0.227344581661356,-1.15193527146857,1162,"BCLAF1",14,34
"POU5F1",0.575471698113208,0.918630777696258,0.122679189568808,0.190128600597612,0.962143985634713,133,"BCLAF1",63,34
"PPARD",0.302439024390244,0.865311653116531,0.178219874951973,0.207975014284823,1.07111355978406,146,"BCLAF1",35,34
"PPARG",0.358635863586359,0.897779301226648,0.0656813601934011,-0.217825845602407,-1.04439924983457,350,"BCLAF1",39,34
"RAD21",0.639871382636656,0.918630777696258,0.037536290520292,-0.193359559637129,-0.942947249124205,481,"BCLAF1",67,34
"RCOR1",0.478723404255319,0.918630777696258,0.0504983044100709,-0.20469323104981,-1.00417944626216,516,"BCLAF1",50,34
"RELA",0.605633802816901,0.918630777696258,0.149207542435322,0.17574758396039,0.96740686385697,256,"BCLAF1",59,34
"REST",0.191489361702128,0.724036281179138,0.191892240384838,0.244118031787573,1.15156258303216,86,"BCLAF1",15,34
"REST",0.799136069114471,0.918630777696258,0.0270967423183296,-0.182021232452095,-0.882760975626615,440,"BCLAF1",84,34
"RFX5",0.784090909090909,0.918630777696258,0.16823816568964,0.161204488783962,0.925632934849871,373,"BCLAF1",71,34
"RUNX1",0.613963039014374,0.918630777696258,0.0374584205912161,-0.192847893257707,-0.965386391026111,808,"BCLAF1",62,34
"SALL4",0.714285714285714,0.918630777696258,0.0373029764832679,-0.194415318918508,-0.883986810102622,196,"BCLAF1",82,34
"SIN3A",0.000143009357587246,0.00736498191574315,0.518848077743792,-0.275704303840713,-1.38469897983999,880,"BCLAF1",2,34
"SIX5",0.385567010309278,0.897779301226648,0.0590954798717342,-0.206138902167641,-1.02834910597758,702,"BCLAF1",44,34
"SMAD4",0.528925619834711,0.918630777696258,0.0507027937029348,-0.212725707010671,-0.970622796004084,198,"BCLAF1",58,34
"SMC3",0.617740232312566,0.918630777696258,0.0384786917635432,-0.194673999897857,-0.957795982818167,557,"BCLAF1",64,34
"SOX2",0.696604600219058,0.918630777696258,0.034566432206351,-0.190262525938884,-0.91611949620749,377,"BCLAF1",73,34
"SP1",0.232334047109208,0.755378096479791,0.086794975677172,-0.223309125399627,-1.09389588400178,503,"BCLAF1",27,34
"SP2",0.15527950310559,0.681490787269682,0.108820126769161,-0.223901441082806,-1.11444826199988,685,"BCLAF1",23,34
"SPI1",0.982688391038697,0.992322590950841,0.00881182919930239,-0.159380778084798,-0.803448181032846,943,"BCLAF1",97,34
"SPI1",0.978439425051335,0.992322590950841,0.0102389179310485,-0.158125116656397,-0.789949622664225,776,"BCLAF1",99,34
"SRF",0.469893742621015,0.918630777696258,0.0561766586307176,-0.217444128720538,-0.996641108981693,217,"BCLAF1",53,34
"STAT3",0.654761904761905,0.918630777696258,0.0461379160269737,-0.218280022546995,-0.908661395267947,101,"BCLAF1",76,34
"STAT3",0.145610278372591,0.681490787269682,0.115240003147781,-0.234435876493532,-1.14407500042852,477,"BCLAF1",17,34
"STAT5A",0.780821917808219,0.918630777696258,0.0352404270679709,-0.191874262678448,-0.849870419055529,157,"BCLAF1",91,34
"SUZ12",0.567567567567568,0.918630777696258,0.151148761385484,0.177376112750267,0.966589907217765,228,"BCLAF1",61,34
